,0
418,  Corona day 3: it just feels like Sunday again and...again
419,  Watch this. It shows why we should all do the right thing and stay home to the fullest extent possible. All of us can help…
420,"I’m not an epidemiologist, but I think Buzzfeed just pwned me  via "
421,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
422,"  When someone you know dies of this thing, you can find solace in the fact that when the president was supposed to be l…"
423, _Sol: Have you decreased your spending since corona has taken off? 
424,"  There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
425,"  You can no longer defend this.Make up any excuse or reasoning you want, it's intentional and it's racist. …"
426,It's Corona Time 
427, _Mahog: Which ones? I’d love to make that call yho 😂 hi police I’m at the corner of witkoppen and main and there’s a huge corona ri…
428,  Sobering. #Closeborders 
429," _: Corona please. We are tired, we get it."
430,  Great work by WaPo photographer.
431,  holy shit I hate every person in this video
432,This video is why a lot of the world thinks Americans are dumb 
433,"  Can everyone just stay at home please so that corona fucks off quickly and then we can carry on and enjoy our summer, fest…"
434,"Great info   let’s keep our fitness up so when we do our post Corona Swim assessments, w… "
435,"  Someone said ""I can blind fold this guy with shoe laces"" 😂🤭💀"
436,  here’s a deleted scene from TWD’s special on corona virus 
437,  Corona day 3: it just feels like Sunday again and...again
438,  Day 5: We have rediscovered farming
439, _: 2 weeks? it’s a fucking global pandemic not a hamstring strain.
440,  Embarrassing: Pakistan’s PM appeals to the west to write-off Pakistan’s debts because his poor nation doesn’t have medica…
441, _celeb: Lowkey everyone thinks they have Corona Virus🦠 right now... They just won't say it out loud.. Everyone has felt an imag…
442,"  Instead of appreciating the Govt on preventing Corona, shameless Congress is doing press conference to say Rahul Gandhi di…"
443, _: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…
444,Twatwaffles - that’s the proper term for every person in this video. These fucking dumbasses are the reason this vi… 
445,"  The racism, blame deflection, and misinformation is PLANNED—not mere ""error."""
446,  harry styles please cure the corona virus already we’re waiting
447,  Thanks for using my photos 😊📸
448, Brother just look Italy case  first few case came 31st jan now Italy top the death list. Corona viruse… 
449,"  Me trying to pay rent, car note, credit cards, water, and electric bill with $300 in my account During Corona …"
450," _AZ:  He doesn't have his rallies so he has to keep the base engaged - he does this by saying ""China"" virus and not…"
451,Zuckles Is Safe From Corona! 
452,  Too much koolness in one picture with  and #KareenaKapoorKhan.This lit picture may totally drive away your #corona…
453,"OK I have one complete with this corona outbreak. What are the Bento box moms of TikTok gonna do, now that their ki… "
454,  Day 5: We have rediscovered farming
455,  Day 5: We have rediscovered farming
456,First guys sounds just like  holyshit 
457,  Me &amp; My Niggas Walking In The Club After The Corona Epidemic End 
458,"You know, if nothing else, this pandemic will teach us all to shoot our shots in ‘21 "
459,"  There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
460,  holy shit I hate every person in this video
461, _: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…
462,"  I'm sorry, but this speech was not supposed to be a power point presentation on WHAT THE GOVERNMENT IS DOING ABOUT the…"
463,  Pls RT. Dear  news &amp; press conferences around the country during this Corona Virus Emergency have  sign langua…
464,  My dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is…
465,  Day 5: We have rediscovered farming
466, _Tido: Corona cancelling everything but bills
467,  Corona day 3: it just feels like Sunday again and...again
468,  Goals 👏🏼👏🏼 
469,"The guy who said he wanted a refund, for a voluntary vacation, bc hunger and poverty are worse than the virus... ye… "
470, _: Let them die
471,  this man’s piss could stop corona
472,  My dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is…
473,"You’re more of a Nose Whiskey fan, right? #FlyEaglesFly "
474,"soon as this corona shit over w , i need a vacation"
475,  This is real. He’s actually this corrupt and racist and focused on entirely the wrong things.
476, _solomon: This is repugnant
477,"This corona shit got y’all mfs war ready😭😭😂😭😭 wha y’all bouta do , shoot the virus ??😂😭😭😭mfs really ammo’d up out here😭😭"
478,someone who works for my school's board of ed has corona... this is good. this is very good. lovely.
479,"The news if correct, Corona carrier deserted hospital. How difficult is this situation for doctors as well. Image s… "
480,I hope natural selection gets them all 
481,  this man’s piss could stop corona
482,"  Dear Media,Stop giving this attention. Trump wants you to talk about his racism &amp; NOT PRIORITIZE HIS CATASTROPHIC FU…"
483,I hate this generation. 
484,  holy shit I hate every person in this video
485,  Day 5: We have rediscovered farming
486,  I pledge that I'll strictly follow Janta Curfew this Sunday frm 7am to 9pm so that we strengthen India’s fight against the Coro…
487,This thing my mum is watching about the corona virus is actually making me really upset. Like what if my parents di… 
488," Sir,Corona symptoms looking 75% similar as Pnumoniya..so can possible to raise PCV 13 &amp; PPSV23 v… "
489,  . Miss Ural Mountains.. But great advice.. #COVID19ON 
490,  Everyone in this looks sick
491,  I pledge that I'll strictly follow Janta Curfew this Sunday frm 7am to 9pm so that we strengthen India’s fight against the Coro…
492,  Day 5: We have rediscovered farming
493,Thank you so much for this Gal Gadot. My great great grandad was in a coma because of corona and he just woke up to… 
494," Thank you for carrying the FEMA/Corona Virus Task Force Meeting.  For perspective, it's helpful to see the en… "
495,"I'll give it another week before all the pillock says is ""Get Corona Done"""
496,  holy fuck i dropped all my corona virus on the time line fuck im so sorry🦠…
497,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
498,  I pledge that I'll strictly follow Janta Curfew this Sunday frm 7am to 9pm so that we strengthen India’s fight against the Coro…
499,  Day 5: We have rediscovered farming
500,  everyone coming out of corona as barista
501,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
502,  this man’s piss could stop corona
503,"  What China thought yday, India needs to think today. And NOW!! Time for ACTION!! Words not enough. …"
504,Alright guys HMU for beats. Vocal mixing and other musical services.... for cheap I got no hours cause of corona
505,aye if chick from new orleams say it’s trash it’s trash 
506,"  Trump turned down WHO test kits for corona because the Kushners own Oscar Health, the company that has now been given t…"
507,  Day 5: We have rediscovered farming
508,  Day 5: We have rediscovered farming
509, You are the most racist person I have ever met.... you lying bitch. 
510," _: Corona please. We are tired, we get it."
511,  We need your help! All of Norway is coming together to applaud everyone who is working to keep us healthy and safe during…
512,"  Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…"
513,  Breaking news:katsina suspected   corona virus case confirmed negative Thank god we’re safe In sha Allah❤️🙏🙏🙏🙏Thank you ra…
514,"  Schools Closed, No music shows, weddings, No events, Bars closed. Chaiiii Corona 😭"
515," _09: Look at Italy ! which is no where at the start and it became second home for corona suddenly, that's why we need to take two…"
516,  Day 5: We have rediscovered farming 
517,  Tallahassee got its first corona virus case and death yesterday because the person was TRANSFERRED to a hospital here.... n…
518,  My dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is Bigger than Corona virusMy dick is…
519,  Even though this article focuses solely on female victims despite there being a significant # of male Domestic Violence vi…
520, _: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…
521,  Corona day 3: it just feels like Sunday again and...again
522,  the children are our future? well... fuck🤦🏻‍♂️
523,"  Buzdar is not great in communication skills, yes he is not an oxford graduate either. But this shameless propaganda by …"
524,  this man’s piss could stop corona
525,  Sunday 22nd march....sharp 5pm...Whole country is requested to make loud sounds either by clapping or banging utensils as a s…
526,"  Leaving charge &amp; Sukkur Region after serving for 381 days. A huge area with tough challenges of Crime, Dacoits, Tribal Feuds…"
527,  Everyone in this looks sick
528, _Ndhavuko: Vamakwerhu Corona Virus is not for you🤣😂😅🤣😂 
529," _: Corona please. We are tired, we get it."
530, _: 2 weeks? it’s a fucking global pandemic not a hamstring strain.
531,"  There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
532,Bubbles and I are feeling about the same 💔💔This border closing sucks....🤬🤬She says it much better than I… 
533,  what has our govt. expended to prevent corona?  where other corona affected countries… 
534,  Everyone in this looks sick 
535,Great read #postcorona 
536, Try Google thisginger turmeric lemon Corona virusThese are part of our regular daily food.
537,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
538,  this incompetent racist asshole 
539,  Everyone in this looks sick 
540,  Good.It came from China.
541,  holy shit I hate every person in this video
542,  corona virus update:im really sorry to tell you this here on twitter but unfortunately this morning I woke up to my best fri…
543,       As I’m sure any Chinese perso… 
544,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
545,Is this a frickin JOKE? 
546,it’s not alright bro it’s corona vairus 
547,Okay guys so on Sunday when I enter Namibia I'm being tested for Corona with a needle... a needle😬😬😬 guys yikes! I'm scared. I'm  not okay
548,  Day 5: We have rediscovered farming
549,  Sir has rightly mentioned. We are habitual of Curfews and Corona Threat is Less threatening than what we have faced under…
550," _: Corona please. We are tired, we get it."
551,  here’s a deleted scene from TWD’s special on corona virus 
552,  this man’s piss could stop corona
553,  The gross inequality continuously deepened by capitalism also produces unequal sickness and death rates from Corona for the…
554," _aros: Mayorkun is somewhere in the studio singing ""Ramona, this your body dey killing person like Corona"""
555,  Hi all! Hope everyone is staying safe from Corona-chan! And for my fellow shut ins... HAHA! WE WERE RIGHT! WHOSE THE W…
556,  here’s a deleted scene from TWD’s special on corona virus 
557, _: 2 weeks? it’s a fucking global pandemic not a hamstring strain.
558,  everyone coming out of corona as barista
559,  There you have it.Proof that this is an intentional tactic. Trump et al are trying to bait us into fighting over his raci…
560," Heading into town, aka virus ground zero To pick up my copy of AC and Corona Virus"
561,_Music We get written up if we come from break without washing our hands Corona virus or not &amp; we have to w… 
562, _fabunmi: 4 new cases of Corona Virus in Lagos!!This same Lagos that someone will just decide to doze off on ur shoulder in a pub…
563, _ciara: Me once I touch down on my first trip post-corona  
564,What a trash person. 
565,These look like the spitting people M7 was talking about. 
566,"  Can everyone just stay at home please so that corona fucks off quickly and then we can carry on and enjoy our summer, fest…"
567,  This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials.Millennials…
568,"  Close up of President  notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…"
